Hello!	Nǐ hǎo!	你好！
He sets out with the early morning sun.	Tā zài zhāoyàng shífèn chūfā.	他在朝阳时分出发。
The sun is shining on the ground through the leaves of the big tree.	Yángguāng tòuguò dà shù zhào zài dìshang.	阳光透过大树照在地上。
We have a beautiful view of the sea from the window.	tòuguò chuāng, wǒmen kěyǐ kàn dào hěn měi de hǎijǐng .	透过窗，我们可以看到很美的海景。
The large tree has been cut into two sections.	Dà shù bèi jiéchéng liǎngduàn.	大树被截成两段。
This factory is run by the State.	Zhè jiā gōngchǎng shì guóyíng de.	这家工厂是国营的。
He's a swindler.	Tā shì gè zhàpiànfàn.	他是个诈骗犯。
The judge is interrogating the criminal.	Fǎguān zài shěnxùn fànrén.	法官在审讯犯人。
A streak of lightning lit up the sky for a split second.	Shǎndiàn shùnjiān zhàoliàngle tiānkōng.	闪电瞬间照亮了天空。
The speaker didn't know his subject, nor did he speak well; in short, he was disappointing.	yǎnjiǎng zhě bù shúxī tā de zhǔtí , shuō děi yòu bù hǎo , zǒngzhī , tā hěn zāogāo .	演讲者不熟悉他的主题，说得又不好，总之，他很糟糕。
I had an awful experience today, so I'm about to have a beer and go straight to bed.	jīntiān zāogāo tòu le , suǒyǐ wǒ zhǔnbèi qù hē yī bēi jiù zhíjiē shàng chuáng .	今天糟糕透了，所以我准备去喝一杯就直接上床。
She uses a ruler to draw the design.	Tā yòng chǐzi lái huàtú.	他用尺子来画图。
Wolves are cunning.	Láng hěn jiǎohuá.	狼很狡猾。
In this battle, the enemy was very cunning.	Zài zhècì zhànyì zhōng, dírén hěn jiǎohuá.	在这次战役中，敌人很狡猾。
Lao Zhu treats everyone else sincerely.	Lǎo Zhū zhēnchéng de duìdài měi yī gè rén.	老朱真诚地对待每一个人。
The audience applauded warmly.	Guānzhòng rèliè de gǔzhǎng.	观众热烈地鼓掌。
We gave the performer a clap.	wǒmen wéi biǎoyǎnzhě gǔzhǎng .	我们为表演者鼓掌。
The audience was very large.	guānzhòng rénshù pángdà .	观众人数庞大。
Elephants are a type of animal with a huge body size.	Dàxiàng shì yīzhǒng tǐxíng pángdà de dòngwù.	大象是一种体型庞大的动物。
The size of this airplane is massive.	Zhè jià fēijī tǐjī pángdà.	这架飞机体积庞大。
There's a pair of rubber gloves here.	Zhèli yǒu yī fù xiàngjiāo shǒutào.	这里有一副橡胶手套。
Tires are made of rubber.	Lúntāi shì yòng xiàngjiāo zuò de.	轮胎是用橡胶做的。
There's still something on my mind that worries me.	Xīnli hái xuánniànzhe yī jiàn shì.	心里还悬念着一件事。
Accepting the other's norms is submitting to the other's power.	jiēshòu duìfāng de zhǔnzé jiùshì jǐyǔ tā quánlì .	接受对方的准则就是给予他权力。
The company has given him a lot of power.	Gōngsī fùyǔ tā hěn dà de quánlì.	公司赋予他很大的权力。
Everyone has the right to receive an education.	Měige rén dōu yǒu shòu jiàoyù de quánlì.	每个人都有受教育的权力。
When the light turns red, vehicles must stop.	Hóngdēng liàng shí, chēliàng yào tíngzhǐ xíngshǐ.	红灯亮时，车辆要停止行驶。
The number of cars running in the city has increased.	zài chéngshì lǐ xíngshǐ de chēliàng shùliàng zēngjiā le .	在城市里行驶的车辆数量增加了。
To the left of the church is a monument.	Jiàotáng zuǒbiān yǒu yī gè jìniànbēi.	教堂左边有一个纪念碑。
To your right you can see the Monument to the People's Heroes.	Zài nǐ de yòubiān néng kàndào Rénmín Yīngxióng Jìniànbēi.	在你的右边能看到人民英雄纪念碑。
That monument is the landmark of the city.	Nà zuò jìniànbēi shì chéngshì de dìbiāo.	那座纪念碑是城市的地标。
To the right of the hospital is the American embassy.	Yīyuàn yòubiān shì Měiguó dàshǐɡuǎn.	医院右边是美国大使馆。
The iron tower [Eiffel Tower] is a famous landmark of Paris.	Tiětǎ shì Bālí yǒumíng de dìbiāo.	铁塔是巴黎有名的地标。
Microsoft monopolizes the world computer market.	Wēiruǎn gōngsī lǒngduàn shìjiè de diànnǎo shìchǎng.	微软公司垄断世界的电脑市场。
There's frost on the flowers.	Huā shàng yǒu shuāng.	花上有霜。
To put it briefly, I do not agree.	jiǎnéryánzhī, wǒ bù tóngyì.	简而言之，我不同意。
Diamonds are very very hard.	Zuànshí fēicháng jiānyìng.	钻石非常坚硬。
The dragon boat sport originated in China.	Lóngzhōu yùndòng qǐyuán yú Zhōngguó.	龙舟运动起源于中国。
This place is very pleasant.	Zhèli de huánjìng hěn yírén.	这里的环境很宜人。
The government has a huge deficit.	Zhèngfǔ chūxiàn le jùdà de chìzì.	政府出现了巨大的赤字。
We went into the red last year.	wǒmen qùnián yù dào le chìzì .	我们去年遇到了赤字。
Our country has a huge deficit.	Wǒ guó chìzì hěn pángdà.	我国赤字很庞大。
I was in the red this month.	Zhè gè yuè wǒde jīngjì chūxiàn le chìzì.	这个月我的经济出现了赤字。
The deficit is growing greatly.	Chìzì dà fúdù zēngzhǎng.	赤字大幅度增长。
In hard times like this, no ordinary effort can get our company out of the red.	zài zhèzhǒng kùnnan de shíhou , rènhé xúncháng de nǔlì dōu wúfǎ shǐ wǒmen de gōngsī bǎituō chìzì .	在这种困难的时候，任何寻常的努力都无法使我们的公司摆脱赤字。
There's a flood.	Hóngshuǐ fànlàn.	洪水泛滥。
The flood spread unchecked and flooded the village.	Hóngshuǐ fànlàn, yānmò le cūnzi.	洪水泛滥，淹没了村子。
Guns are rampant.	Qiāngzhī fànlàn.	枪支泛滥。
The river flooded (or overflowed).	Héshuǐ fànlàn le.	河水泛滥了。
You should give up smoking and drinking.	nǐ gāi jiè yān jiè jiǔ le .	你该戒烟戒酒了。
Father stopped drinking.	fùqin jiè jiǔ le .	父亲戒酒了。
My father has already given up smoking and drinking.	wǒ bàba yǐjīng jiè yān jiè jiǔ le .	我爸爸已经戒烟戒酒了。
This antique is priceless.	Zhè jiàn gǔdǒng jiàzhí liánchéng.	这件古董价值连城。
This antique is worth a lot of money.	Zhèjiàn gǔdǒng hěn zhíqián.	这件古董很值钱。
They're chitchatting about family stuff.	Tāmen zài yīqǐ xù jiācháng.	他们在一起叙家常。
I didn't expect that so many friends would come.	Wǒ méiyǒu yùliào dào láile zhème duō péngyou.	我没有预料到来了这么多朋友。
It's desolate here.	Zhèli hěn huāngliáng.	这里很荒凉。
The desert is very desolate.	Shāmò hěn huāngliáng.	沙漠很荒凉。
Travel agencies' profits soared.	lǚxíngshè de lìrùn měng zhǎng .	旅行社的利润猛涨。
I'm a housewife.	Wǒ shì jiātíng zhǔfù.	我是家庭主妇。
It's cold, so be careful not to catch a cold.	Tiānqì lěng, xiǎoxīn bié dònghuài le.	天气冷，小心别冻坏了。
He's my servant.	Tā shì wǒ de púrén.	他是我的仆人。
He's utterly exhausted.	Tā píbèi-bùkān.	他疲惫不堪。
She is painting the wall.	Tā zài fěnshuā qiángbì.	她在粉刷墙壁。
Her family is rich.	Tā jiājìng fùyù.	她家境富裕。
Kind people go to Heaven after death.	Shànliáng de rén sǐ hòu huì shēng rù tiāntáng.	善良的人死后会升入天堂。
They went to the church to attend the service.	Tāmen dào jiàotáng qù zuò lǐbài le.	他们到教堂去做礼拜了。
Is Mr. Song rich?	Sòng xiānsheng fùyǒu ma?	宋先生富有吗？
To tell the truth, Mr. Song does not want to discuss that topic.	Shuō shíhuà, Sòng xiānsheng bù xiǎng tǎolùn nàge huàtí.	说实话,宋先生不想讨论那个话题。
The boss considers Mr. Song to be the most diligent worker in the company.	Lǎobǎn rènwéi Sòng xiānsheng shì gōngsī lǐ zuì qínfènde zhíyuán.	老板认为宋先生是公司里最勤奋的职员。
There are many parasites on the bodies of cats and dogs.	Māo gǒu de shēnshang yǒu bùshǎo jìshēngchóng.	猫狗的身上有不少寄生虫。
This is the Temple of Heaven in Beijing.	Zhèli shì Běijīng Tiāntán.	这里是北京天坛。
Don't provoke this dog; be careful not to get bitten.	Bùyào zhāore zhè tiáo gǒu, xiǎoxīn bèi yǎo!	不要招惹这条狗，小心被咬！
The pen writes in black.	Zhè zhī bǐ de mòshuǐ shì hēisè de.	这支笔的墨水是黑色的。
She is a politician.	Tā shì yīmíng zhèngkè.	她是一名政客。
Bad political figures are called politicians.	Huài de zhèngzhì rénwù shì zhèngkè.	坏的政治人物是政客。
I bet it won't rain today.	Wǒ dǎdǔ jīntiān bù huì xiàyǔ.	我打赌今天不会下雨。
To control a class calls for all your skills as a teacher.	kòngzhì yī ge bānjí xūyào nǐ zuò lǎoshī de suǒyǒu jìnéng .	控制一个班级需要你做老师的所有技能。
He is carrying a leather valise.	Tā tízhe yī gè píxiāng.	他提着一个皮箱。
The leather suitcase is stuffed with clothes.	Píxiāng lǐ sāimǎnle yīfu.	皮箱里塞满了衣服。
My daughter's room is a mess.	Nǚ'ér de fángjiān hěn záluàn.	女儿的房间很杂乱。
She's cleaning the electric light.	Tā zài qīngsǎo diàndēng.	她在清扫电灯。
He's moved the goods to the warehouse.	Tā jiāng huòwù yí dào cāngkù.	他将货物移到仓库。
She's getting slimmer.	Tā yuè lái yuèmiáotiáo le.	她越来越苗条了。
This cannon is very old.	Zhè tái dàpào hěn gǔlǎo.	这台大炮很古老。
They're doing a thorough cleaning.	Tāmen zài jìnxíng chèdǐ de dàsǎochú.	她们在进行彻底的大扫除。
She took a deep breath.	Tā shēnshēn de xīle yī kǒu qì.	她深深地吸了一口气。
My younger brother is the youngest in my family.	Dìdi shì jiālǐ de xiǎoyāo.	弟弟是家里的小幺。
The mobile phone is being charged.	Shǒujī zài chōngdiàn.	手机在充电。
About how much will I have to pay for all the treatments?	suǒyǒu de yīyàofèi wǒ dàgài yào fù duōshao ?	所有的医药费我大概要付多少？
To join a company, one must sign a labor contract.	Jìnrù gōngsī yào qiānshǔ láodòng xiéyì.	进入公司要签署劳动协议。
The roof is made with ceramic tiles.	Wūdǐng shì yòng wǎpiàn gài de.	屋顶是用瓦片盖的。
He's changed a lot in his looks.	tā de róngmào gǎibiàn le xǔduō .	他的容貌改变了许多。
Even if they have a good wine menu, I will not want to dine here. <br /> Unless they have a good wine list, I don't want to eat here.	jíshǐ tāmen yǒu hěn hǎo de jiǔdān , wǒ yě bù xiǎng zài zhèli yòngcān .	即使他们有很好的酒单，我也不想在这里用餐。
He's lost his way.	Tā míshīle fāngxiàng.	他迷失了方向。
The plane has touched down.	Fēijī zhuólù le.	飞机着陆了。
The sky appears it will clear up.	Kàn yàngzi tiān yào fàngqíng le.	看样子天要放晴了。
Xiao Zhu humbly asked Xiao Hong for advice on the best approach.	Xiǎo Zhū xiàng Xiǎo Hóng xūxīn qǐngjiào fāngfǎ.	小朱向小红虚心请教方法。
Next weekend Ms. Wu wants to go to the National Museum of Chinese history.	Xiàgè zhōumò Wú xiǎojiě yào qù Zhōngguó lìshǐ bówùguǎn.	下个周末吴小姐要去中国历史博物馆。
Ms. Wu lives very far from the Dragon Tower.	Wú xiǎojiě zhùde dìfang lí lóngtǎ hěn yuǎn.	吴小姐住的地方离龙塔很远。
Ms. Wu's major is marketing.	Wú xiǎojiě de zhuānyè shì shìchǎngyíngxiāo.	吴小姐的专业是市场营销。
Everyone considers Ms. Wu's household to be rich.	Dàjiā rènwéi Wú xiǎojiě de jiātínɡ hěn fùyǒu.	大家认为吴小姐的家庭很富有。
Ms. Wu is prettier than she.	Wú xiǎojiě bǐ tā piàoliang.	吴小姐比她漂亮。
I've heard that Ms. Wu is very smart.	Tīngshuō Wú xiǎojiě hěn cōngmíng.	听说吴小姐很聪明。
He's writing comments and instructions on the report.	Tā zài bàogào shàng zuò pīshì.	他在报告上做批示。
You will only remember after repeated viewings.	Chóngfù kàn, cái huì jì zhù.	重覆看，才会记住。
To read Chinese characters, it's best to view them repeatedly.	Kàn Hànzì, zuìhǎo chóngfù kàn.	看汉字，最好重覆看。
Xiao Bing repeated the teacher's movements.	Xiǎo Bīng chóngfù lǎoshī de dòngzuò.	小冰重覆老师的动作。
The child is learning how to ice skate.	Xiǎohái zài xué liūbīng.	小孩在学溜冰。
Can you skate?	nǐ huì liūbīng ma ?	你会溜冰吗？
We used to go skating every weekend.	guòqù wǒmen měige zhōumò dōu qù liūbīng .	过去我们每个周末都去溜冰。
He wants to overthrow the government.	Tā xiǎngyào diānfù zhèngfǔ.	他想要颠覆政府。
There is a fruit stall there.	Nàli yǒu yī gè shuǐguǒ tān.	那里有一个水果摊。
Please give me a glass of purified water.	Qǐng gěi wǒ yī bēi chúnjìngshuǐ.	请给我一杯纯净水。
They swing their arms to the right.	Tāmen xiàngyòu shuǎi gēbo.	他们向右甩胳膊。
The magician had the children's attention.	móshùshī xīyǐn le háizimen de zhùyì .	魔术师吸引了孩子们的注意。
During the rainy season, there are floods.	Yǔjì hóngshuǐ fànlàn.	雨季洪水泛滥。
His smiling expression is very cute.	Tā xiàoxīxī de biǎoqíng hěn kě'ài.	他笑嘻嘻的表情很可爱。
The food at school isn't bad.	Xuéxiào de huǒshi bùcuò.	学校的伙食不错。
The school has improved the food for students.	Xuéxiào gǎishàn le xuésheng de huǒshí.	学校改善了学生的伙食。
This sofa is bright red.	Zhè zhāng shāfā shì zhūhóngsè de.	这张沙发是朱红色的。
He is so happy that he shouted out loud.	Tā gāoxìng de dàshēng nàhǎn.	他高兴得大声呐喊。
Beibei lives in a happy/blessed household.	Bèi Bei shēnghuó zài yī ge xìngfú de jiātíng lǐ.	贝贝生活在一个幸福的家庭里。
He's telling her a personal secret.	Tā gàosu tā yī gè sīrén mìmì.	他告诉她一个私人秘密。
The flower is waving in the wind.	Huā zài fēng zhōng yáobǎi.	花在风中摇摆。
Traffic on the highway is proceeding in an fine fashion.	Gōnglù shàng de jiāotōng cìxù liánghǎo.	公路上的交通次序良好。
She paid the rent for her car.	Tā zhīfùle qìchē de zūjīn.	她支付了汽车的租金。
Yes. I like perfume tea.<br />I also like perfume tea.	Shìde. Wǒ hěn xǐhuan huāchá.<br />Wǒ yě hěn xǐhuan huāchá.	A是的。我很喜欢花茶。<br/>B我也很喜欢花茶。
His yard is very beautiful.	Tā de tíng yuàn hěn piàoliang.	他的庭院很漂亮。
Children should be filial to their parents.	Háizi yīnggāi xiàoshùn fùmǔ.	孩子应该孝顺父母。
He is very filial toward his parents.	Tā duì fùmǔ hěn xiàoshùn.	他对父母很孝顺.
The government put out a stern declaration.	Zhèngfǔ fābiǎo yánzhèng shēngmíng.	政府发表严正声明。
The teacher sternly criticized him.	Lǎoshī duì tā jìnxíng le yánzhèng de zhǐzé.	老师对他进行了严正的指责。
Nanjing was once the capital of the Southern Song dynasty.	Nánjīng céngjīng shì nán sòng de shǒudū.	南京曾经是南宋的首都。
We all love ice cream.	Wǒmen dōu ài chī bīngqilín.	我们都爱吃冰淇淋。
He likes the taste of ice cream.	Tā xǐhuan bīngqilín de wèidao.	他喜欢冰淇淋的味道。
She really loves ice cream.	Tā hěn xǐhuan chī bīngqilín.	她很喜欢吃冰淇淋。
